REGON;;NSK;s_osoba_us;s_typ;s_nrj;s_ad1;s_ad2;s_pkd;s_lps;s_waga;s_a4;s_a5a;s_a5b;s_a5d;s_a5e;s_a5f;s_a5g;s_a5h;s_a6;s_a7a;s_a7b;s_a7c;w_a4_1;w_request;w_a5a;w_a5b;w_a5d;w_a5e;w_a5f;w_a5g;w_a5h;w_a6;w_a7a;w_a7b;w_a7c
00827750500000;;"""STER-GAZ"" ANDRZEJ I KRZYSZTOF SZCZEPANIAK SP”£KA JAWNA                 ";Magdalena Adamczyk                                ;ZT;17276  ;Kuczynka 18                                                   ;Krobia                       ;2599 ;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.stergaz.com.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
01176827300000;;"""DAWIS"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ";Jaros≥aw £ubiÒski                                 ;ZT;7292   ;ul. Stanis≥awa Staszica 1                                     ;PruszkÛw                     ;4222 ;30;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dawis.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
00848502000000;;FIDELTRONIK ZBIGNIEW FIDELUS                                            ;RÛøa Ka≥doÒska                                    ;ZT;5086   ;ul. Beniowskiego 1                                            ;Sucha Beskidzka              ;6820Z;54;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.fideltronik.com;1.0;2;2;2;1;2;2;2;2;2;2;2
01196519200000;;NB POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                       ;Magdalena Adamczyk                                ;ZT;17289  ;ul. S≥oneczna 29                                              ;Gniezno                      ;1623 ;932;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.velux.com;1.0;2;2;2;2;2;2;2;2;2;2;2
01278922500000;;"""SANTIAGO"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ";Paulina Ciesielska                                ;ZT;10512  ;ul. Ozimska 9-11                                              ;Opole                        ;7990 ;63;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.itaka.pl;2.0;;;;;;;;;;;
01030012500000;;BKP SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                             ;Jaros≥aw £ubiÒski                                 ;ZT;7015   ;ul. Chmielna 69                                               ;Warszawa                     ;7430 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.cms-cmno.com;2.0;;;;;;;;;;;
01150149800000;;cukiernia halina kryú                                                   ;Jaros≥aw £ubiÒski                                 ;ZT;7259   ;ul. Jaros≥awa Dπbrowskiego 71 m 69                            ;Warszawa                     ;1071 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.cukierniakrys.pl;2.0;;;;;;;;;;;
01579960300000;;IDEMIA POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Ewelina Buler                                     ;ZT;7741   ;ul. Napoleona 4 C                                             ;Koby≥ka                      ;6190 ;50;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.idemia.com;1.0;2;1;2;1;2;2;2;2;1;1;1
01045247300000;;ZAK£AD GOSPODARKI POPIO£AMI SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•     ;Paulina Ciesielska                                ;ZT;16003  ;ul. Warszawska 110                                            ;Ma≥ogoszcz                   ;3811 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.lafarge.com;21.0;;;;;;;;;;;
00815925000000;;"""MI.STA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ";Jaros≥aw £ubiÒski                                 ;ZT;6931   ;KoszelÛwka 5                                                  ;£πck                         ;3212 ;41;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.argentum.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01126879000000;;INTER-DIAMENT-BIS KACPRZYCKI SP”£KA JAWNA                               ;Jaros≥aw £ubiÒski                                 ;ZT;7239   ;ul. J. Che≥moÒskiego 30                                       ;Grodzisk Mazowiecki          ;2573 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.inter-diament.com.pl;0.0;;;;;;;;;;;
01241427000000;;FRISOMAT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ;Ewelina Buler                                     ;ZT;7417   ;ul. Aleja Krakowska 61                                        ;Tarczyn                      ;4120 ;30;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.frisomat.pl;2.0;;;;;;;;;;;
01310123100000;;"""HINES POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ";Ewelina Buler                                     ;ZT;7534   ;ul. Przyokopowa 33                                            ;Warszawa                     ;6832 ;53;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.ecovis.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01310518600000;;EMSUR POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                    ;Ewelina Buler                                     ;ZT;7537   ;ul. Lipowa 34                                                 ;JÛzefÛw                      ;1812 ;76;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.emsur.com;1.0;2;2;2;1;1;2;2;2;1;1;1
01573764800000;;AUTO EXPRESS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                    ;Ewelina Buler                                     ;ZT;7726   ;Aleja Jana Paw≥a II 69                                        ;Warszawa                     ;4520 ;12;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.autoexpress.waw.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01697791700000;;"Steckiewicz Micha≥ ""ZIKOPLAST""                                          ";Ewelina Buler                                     ;ZT;7886   ;ul. Myúliwska 3A                                              ;Grodzisk Mazowiecki          ;2222 ;24;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.selkam.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01288453800000;;FIS TECHNOLOGY SERVICES (POLAND) SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;Ewelina Buler                                     ;ZT;7502   ;ul. Sienna 73                                                 ;Warszawa                     ;6203 ;406;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.fisglobal.com;1.0;2;1;2;1;2;2;2;2;1;1;1
01307392500000;;"""CASPOL FORWARDING"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•             ";Eløbieta BurliÒska                                ;ZT;13951  ;ul. Kolejowa 17                                               ;Katowice                     ;7830 ;103;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.jasfbg.pl;1.0;1;2;2;1;2;1;2;2;1;2;2
01121582900000;;AGNES WO£K-ARGASI—SKA, ARGASI—SKI, WO£K-KARACZEWSKI SP”£KA JAWNA        ;Jaros≥aw £ubiÒski                                 ;ZT;7228   ;ul. Szpitalna 58                                              ;PruszkÛw                     ;1073 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.agnes.waw.pl;1.0;1;1;2;1;1;2;2;2;1;2;2
01565359000000;;"""KAMILEX"" STANIS£AW £YSIK                                               ";Ewelina Buler                                     ;ZT;7703   ;UL. BORYSZEWSKA 24A                                           ;WI•ZOWNA                     ;2313 ;85;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.hutaszklawiazowna.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01573171700000;;PROCTER AND GAMBLE DS POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•    ;Ewelina Buler                                     ;ZT;7724   ;ul. Zabraniecka 20                                            ;Warszawa                     ;4619 ;258;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.pg.com.pl;1.0;2;2;2;2;2;2;2;2;1;1;1
01579682300000;;"""BRAND"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ";Ewelina Buler                                     ;ZT;7740   ;Plac Czerwca 1976 Roku 2 m 21                                 ;Warszawa                     ;4771 ;54;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.astaxes.pl;1.0;1;2;2;1;2;2;2;2;1;1;1
01301728100000;;PROLOGIS POLAND MANAGEMENT SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•      ;Ewelina Buler                                     ;ZT;7522   ;ul. Z≥ota 59                                                  ;Warszawa                     ;6832 ;59;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.prologis.com;2.0;;;;;;;;;;;
01628095500000;;STRABAG BMTI SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                    ;Ewelina Buler                                     ;ZT;7834   ;ul. Parzniewska 10                                            ;PruszkÛw                     ;3312 ;304;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.strabag.com;1.0;2;2;2;2;2;2;2;2;2;2;2
01307399000000;;DUØY DOM DYSTRYBUCYJNY DDD SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•      ;Ewelina Buler                                     ;ZT;7531   ;ul. OsmaÒska 9                                                ;Warszawa                     ;4619 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dddpolska.com.pl;1.0;1;2;2;2;1;2;2;2;2;2;2
01515636000000;;PASJA WIN MICHA£ ØELAZNY                                                ;Paulina Ciesielska                                ;ZT;16009  ;ul. UrzÍdnicza 11a                                            ;Miedziana GÛra               ;4711Z;20;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.betadora.pl;2.0;;;;;;;;;;;
02004286200000;;"""ROBA METALS POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ";Marcelina Jeøak                                   ;ZT;93     ;ul. JarzÍbinowa 39                                            ;O≥awa                        ;4672 ;81;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.robametals.pl;1.0;2;2;2;2;2;2;2;2;1;2;1
01625500600000;;TELIA CARRIER POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ;Ewelina Buler                                     ;ZT;7828   ;ul. Nowogrodzka 47A                                           ;Warszawa                     ;6190 ;52;0;2;0;0;0;0;0;0;0;2;1;1;1;https://www.arelion.com;1.0;2;2;2;2;1;2;2;2;2;2;2
01484353200000;;LG ELECTRONICS M£AWA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ;Ewelina Buler                                     ;ZT;7571   ;ul. LG Electronics 7                                          ;M≥awa                        ;2640 ;1681;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.lge.com;2.0;;;;;;;;;;;
01157470600000;;PROCTER AND GAMBLE OPERATIONS POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNO;Jaros≥aw £ubiÒski                                 ;ZT;7280   ;ul. Zabraniecka 20                                            ;Warszawa                     ;1722 ;863;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.pg.com;2.0;;;;;;;;;;;
01732625700000;;"""GRUPA UNIGRAF"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                 ";Ewelina Buler                                     ;ZT;7936   ;ul. Kosmowska 32                                              ;ZaborÛw                      ;1812 ;63;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.unigraf.com.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
01519900400000;;ZEHNDER POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ;Marcelina Jeøak                                   ;ZT;81     ;ul. Irysowa 1                                                 ;Bielany Wroc≥awskie          ;4674 ;48;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.zehnder.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
02018125600000;;GALERIA GWARNA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ;Marcelina Jeøak                                   ;ZT;129    ;ul. Z≥otoryjska 30                                            ;Legnica                      ;5510Z;13;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.hotelgwarna.pl;1.0;1;1;2;2;2;2;2;2;1;2;1
01567856100000;;WIZZ AIR HUNGARY LTD. (SP”£KA AKCYJNA NIENOTOWANA NA GIE£DZIE) ODDZIA£ W;Eløbieta BurliÒska                                ;ZT;13959  ;ul. Wolnoúci 90                                               ;Pyrzowice                    ;5110 ;1073;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wizzair.com;2.0;;;;;;;;;;;
01717685200000;;"WYTW”RNIA CUKIERNICZA ""ESTA"" SP.J.                                      ";Ewelina Buler                                     ;ZT;7893   ;ul. Osiedlowa 17                                              ;Ko≥biel                      ;1072 ;45;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.mmaliszewska.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01552337300000;;"""AGADOM"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ";Ewelina Buler                                     ;ZT;7669   ;ul. LondyÒska 34 m 1                                          ;Warszawa                     ;6832 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.agadom.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
02001934300000;;"""MARMAS POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                 ";Marcelina Jeøak                                   ;ZT;91     ;ul. Kolejowa 44E                                              ;Kamieniec Zπbkowicki         ;2511 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biuro-zabkowice.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01211445000000;;ROL-BUD SERWIS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ;Ewelina Buler                                     ;ZT;7372   ;ul. Parkowa 2B                                                ;Zalesie GÛrne                ;2562 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rolbudserwis.pl;21.0;;;;;;;;;;;
02006517100000;;"""BILL"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ";Marcelina Jeøak                                   ;ZT;99     ;ul. G≥ogowska 6                                               ;Wroc≥aw                      ;4711 ;15;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kn.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
02040474000000;;ZAK£AD WYKONAWSTWA SIECI ELEKTRYCZNYCH WROC£AW SP”£KA CYWILNA           ;Marcelina Jeøak                                   ;ZT;167    ;MA£USZYN 3                                                    ;TRZEBNICA                    ;4222Z;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biurojana.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
02058694100000;;BGD ALEKSANDER BULATOVI∆                                                ;Marcelina Jeøak                                   ;ZT;204    ;ul. S≥ubicka 18                                               ;Wroc≥aw                      ;5610 ;260;0;2;0;0;0;0;0;0;0;1;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
01262401000000;;ORTINEMA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ;Ewelina Buler                                     ;ZT;7446   ;ul. Jana Zamoyskiego 45a m 10                                 ;Warszawa                     ;5621 ;23;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rastawicki.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01274311100000;;WIES£AW DRZEWI—SKI W&B                                                  ;Ewelina Buler                                     ;ZT;7471   ;ul. ØegaÒska 1                                                ;Warszawa                     ;1723 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wb-drukarnia.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
02010981000000;;"""PRAMAC"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ";Marcelina Jeøak                                   ;ZT;111    ;ul. Krakowska 141-155 m BUDYNEK F                             ;Wroc≥aw                      ;4663 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pramac.com;1.0;2;2;2;2;2;2;2;2;2;2;2
02182000800000;;US£UGI MONTAØOWO BUDOWLANE A.J.M. Artur Gaw≥owski                       ;Marcelina Jeøak                                   ;ZT;367    ;ul. Spacerowa 5A                                              ;Kamienna GÛra                ;4120 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ajmag.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01280089500000;;"""SODICAM POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ";Ewelina Buler                                     ;ZT;7482   ;ul. Marynarska 13                                             ;Warszawa                     ;4675 ;39;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.renault.com.pl;21.0;;;;;;;;;;;
02079997300000;;BIURO INØYNIERSKIE TRAKT Grzegorz Lewowski                              ;Marcelina Jeøak                                   ;ZT;234    ;SÍdzis≥aw 50                                                  ;MarciszÛw                    ;7112 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.bi-trakt.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
01528069200000;;"Zak≥ad Cukierniczy ""CUKIERNIA PTYå''Jacek Bia≥orucki                    ";Ewelina Buler                                     ;ZT;7615   ;ul. Polskiej Organizacji Wojskowej 17A                        ;Nasielsk                     ;1071 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.nasielsk.pl;1.0;2;2;2;1;2;2;2;2;2;2;2
01725404900000;;STARCOM SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Ewelina Buler                                     ;ZT;7912   ;ul. Domaniewska 44 A                                          ;Warszawa                     ;7311 ;635;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.publicisgroupe.sharepoint.com/;21.0;;;;;;;;;;;
02190521300000;;APTEKA dla zdrowia Agnieszka Øurawska                                   ;Marcelina Jeøak                                   ;ZT;381    ;ul. Motylkowa 4 m 1                                           ;Wroc≥aw                      ;4773Z;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.aptekadlazdrowia.com;21.0;;;;;;;;;;;
01749256000000;;"BOMEDIA Miros≥aw Bork;                                                  ";Ewelina Buler                                     ;ZT;7979   ;ul. TransportowcÛw 10C                                        ;Warszawa                     ;5911 ;16;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.bomedia.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
02218565000000;;"""RETTMAN"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA    ";Marcelina Jeøak                                   ;ZT;426    ;ul. RÛøana 5 m 9                                              ;Wroc≥aw                      ;5610 ;15;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rettman.pl;1.0;1;1;2;2;2;2;2;2;1;1;1
01625246200000;;"TADEUSZ STAåKIEWICZ ""TADEO""                                             ";Ewelina Buler                                     ;ZT;7826   ;ul. ModliÒska 29                                              ;Warszawa                     ;5610 ;376;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
01522481900000;;MAGNA AUTOMOTIVE (POLAND) SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•       ;Magdalena Adamczyk                                ;ZT;17296  ;ul. PoznaÒska 16D                                             ;Tarnowo PodgÛrne             ;2932 ;1053;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.magna.com/;1.0;2;2;2;2;1;2;2;2;2;2;2
02173272900000;;"""SMAK"" DYSTRYBUCJA - GRZEGORZ DOROSZ                                    ";Marcelina Jeøak                                   ;ZT;344    ;ul. Grunwaldzka 44                                            ;CieszkÛw                     ;4711 ;19;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.pwsmak.com;1.0;2;2;2;2;2;2;2;2;2;2;2
01558566400000;;EVELINE COSMETICS SP”£KA AKCYJNA SP”£KA KOMANDYTOWA                     ;Ewelina Buler                                     ;ZT;7684   ;ul. Øytnia 19                                                 ;Lesznowola                   ;2042 ;251;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eveline.com.pl;21.0;;;;;;;;;;;
01610679500000;;MAN BUS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Paulina Ciesielska                                ;ZT;16011  ;ul. 1 Maja 12                                                 ;Starachowice                 ;2910 ;2956;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.mantruckandbus.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
